"player_id","round","kickoff_time","opponent_team","was_home","team_h_score","team_a_score","value","transfers_balance","selected","transfers_in","transfers_out","total_points","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","ea_index","open_play_crosses","big_chances_created","clearances_blocks_interceptions","recoveries","key_passes","tackles","winning_goals","attempted_passes","completed_passes","penalties_conceded","big_chances_missed","errors_leading_to_goal","errors_leading_to_goal_attempt","tackled","offside","target_missed","fouls","dribbles","name","team","pos"
4,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,60,1192,31429,2698,1506,0,90,0,0,0,4,0,0,0,0,0,0,0,25,"39.4","0.6","0.0","4.0",0,0,0,12,10,0,2,1,69,61,0,0,0,0,0,1,0,0,0,"Koscielny","Arsenal","Defender"
5,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,50,0,22724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mertesacker","Arsenal","Defender"
5,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,50,-2957,24766,885,3842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mertesacker","Arsenal","Defender"
5,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,50,-2450,24714,888,3338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mertesacker","Arsenal","Defender"
6,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,50,0,1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gabriel","Arsenal","Defender"
6,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,50,-320,1909,94,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gabriel","Arsenal","Defender"
6,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,50,-273,1995,132,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gabriel","Arsenal","Defender"
7,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,60,0,572986,0,0,1,90,0,0,0,3,0,0,0,0,0,0,0,9,"17.2","27.5","25.0","7.0",0,0,0,1,7,2,1,0,60,53,0,1,0,0,4,0,0,1,1,"Bellerín","Arsenal","Defender"
7,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,60,-28590,628098,14368,42958,2,90,0,0,0,1,0,0,0,0,0,0,0,8,"7.4","12.8","36.0","5.6",0,0,0,1,2,0,2,0,64,54,0,0,0,0,4,0,1,1,0,"Bellerín","Arsenal","Defender"
7,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,60,-67892,579314,7781,75673,0,90,0,0,0,4,0,0,0,0,0,0,0,10,"1.0","2.9","2.0","0.6",0,0,0,3,4,0,0,1,41,32,0,0,1,0,0,1,0,0,1,"Bellerín","Arsenal","Defender"
8,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,50,0,6359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gibbs","West Brom","Defender"
8,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,50,-1077,6392,136,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gibbs","West Brom","Defender"
8,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,50,-410,7014,286,696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gibbs","West Brom","Defender"
9,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,45,0,14005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jenkinson","Arsenal","Defender"
9,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,45,-1794,16350,436,2230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jenkinson","Arsenal","Defender"
9,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,45,-3340,13634,196,3536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jenkinson","Arsenal","Defender"
10,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,55,0,227033,0,0,1,90,0,0,0,3,0,0,0,0,0,0,0,24,"30.2","1.3","0.0","3.2",0,0,0,12,7,0,2,0,57,54,0,0,0,0,0,0,0,0,0,"Monreal","Arsenal","Defender"
10,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,55,-16852,228895,5470,22322,2,90,0,0,0,1,0,0,0,0,0,0,0,19,"21.0","16.1","0.0","3.7",0,1,0,2,8,1,1,0,81,76,0,0,0,0,0,0,0,0,0,"Monreal","Arsenal","Defender"
10,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,55,-35421,197205,2047,37468,0,90,0,0,0,4,0,0,0,0,0,0,0,17,"14.4","2.3","4.0","2.1",0,0,0,8,5,0,0,1,55,45,0,0,0,1,0,0,0,0,0,"Monreal","Arsenal","Defender"
11,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,50,0,95869,0,0,1,66,0,0,0,3,0,0,0,0,0,0,0,18,"19.2","2.1","0.0","2.1",0,0,0,12,7,0,1,0,59,49,0,0,0,0,0,0,0,2,0,"Holding","Arsenal","Defender"
11,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,50,-9481,97016,4039,13520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Holding","Arsenal","Defender"
11,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,49,-28439,70122,684,29123,-1,90,0,0,0,4,0,0,0,1,0,0,0,12,"9.8","0.3","18.0","2.8",0,0,0,6,7,0,1,1,64,46,0,0,0,1,0,0,0,2,0,"Holding","Arsenal","Defender"
12,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,55,0,78101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mustafi","Arsenal","Defender"
12,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,55,-9530,80370,2592,12122,2,90,0,0,0,1,0,0,0,0,0,0,0,15,"21.2","22.1","6.0","4.9",0,1,0,2,6,1,1,0,87,76,0,0,0,0,0,1,1,0,0,"Mustafi","Arsenal","Defender"
12,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,55,-6577,78817,2155,8732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mustafi","Arsenal","Defender"
13,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,60,0,467980,0,0,5,90,0,1,0,3,0,0,0,0,0,0,1,35,"40.2","15.6","23.0","7.9",0,0,1,4,7,1,4,0,70,59,0,0,0,0,0,0,0,1,1,"Kolasinac","Arsenal","Defender"
13,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,60,46546,619774,63822,17276,2,65,0,0,0,1,0,0,0,0,0,0,0,11,"6.4","12.6","2.0","2.1",0,0,0,2,4,1,0,0,57,51,0,0,0,0,0,0,0,3,1,"Kolasinac","Arsenal","Defender"
13,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,60,-62359,573375,12045,74404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kolasinac","Arsenal","Defender"
14,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,120,0,126282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sánchez","Arsenal","Midfielder"
14,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,120,-30272,103479,2326,32598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sánchez","Arsenal","Midfielder"
14,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,119,196,108721,18822,18626,2,61,0,0,0,3,0,0,0,0,0,0,0,10,"6.8","13.8","12.0","3.3",0,0,0,0,2,1,0,1,32,21,0,0,0,0,0,2,0,1,3,"Sánchez","Arsenal","Midfielder"
15,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,75,0,120780,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,2,"1.0","0.3","0.0","0.1",0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,"Walcott","Arsenal","Midfielder"
15,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,74,-31690,98396,2762,34452,1,12,0,0,0,0,0,0,0,0,0,0,0,1,"0.0","0.4","0.0","0.0",0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,0,1,0,"Walcott","Arsenal","Midfielder"
15,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,73,-29382,71159,1080,30462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Walcott","Arsenal","Midfielder"
16,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,95,0,78613,0,0,2,90,0,0,0,3,0,0,0,0,0,0,0,15,"18.6","80.8","25.0","12.4",0,0,1,1,2,6,0,0,81,70,0,0,0,0,3,1,2,0,2,"Özil","Arsenal","Midfielder"
16,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,95,822,116891,8595,7773,2,90,0,0,0,1,0,0,0,0,0,0,0,20,"18.0","68.0","15.0","10.1",0,0,1,1,2,4,0,0,98,91,0,0,0,0,1,0,1,0,3,"Özil","Arsenal","Midfielder"
16,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,95,-13430,113940,3079,16509,1,90,0,0,0,4,0,0,0,1,0,0,0,12,"5.2","29.8","9.0","4.4",0,1,0,2,4,2,1,1,52,40,0,0,0,0,0,0,2,1,0,"Özil","Arsenal","Midfielder"
17,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,70,0,1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cazorla","Arsenal","Midfielder"
17,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,70,-319,1777,82,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cazorla","Arsenal","Midfielder"
17,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,70,-227,1801,54,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cazorla","Arsenal","Midfielder"
18,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,70,0,33792,0,0,6,23,1,0,0,0,0,0,0,0,0,0,0,16,"29.6","11.2","26.0","6.7",0,0,0,0,2,1,0,0,11,8,0,1,0,0,0,0,3,0,0,"Ramsey","Arsenal","Midfielder"
18,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,70,81061,161837,89479,8418,2,90,0,0,0,1,0,0,0,0,0,0,0,12,"22.0","15.6","80.0","11.8",0,1,0,0,8,0,4,0,82,72,0,1,0,0,4,0,0,3,1,"Ramsey","Arsenal","Midfielder"
18,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,70,-5199,167984,20341,25540,1,45,0,0,0,2,0,0,0,0,0,0,0,11,"5.8","5.4","2.0","1.3",0,0,0,0,2,0,2,1,24,23,0,0,0,0,0,0,0,0,1,"Ramsey","Arsenal","Midfielder"
19,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,60,0,135193,0,0,2,90,0,0,0,3,0,0,0,0,0,0,0,26,"35.8","29.3","44.0","10.9",0,1,0,7,10,2,3,0,51,40,0,0,0,0,2,0,2,1,8,"Chamberlain","Liverpool","Midfielder"
19,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,60,7804,174880,24604,16800,2,90,0,0,0,1,0,0,0,0,0,0,0,27,"38.2","46.6","19.0","10.4",0,3,1,6,9,3,0,0,49,44,0,0,0,0,3,1,1,0,7,"Chamberlain","Liverpool","Midfielder"
19,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,60,-18710,165226,12440,31150,2,61,0,0,0,3,0,0,0,0,0,0,0,13,"6.2","2.3","6.0","1.5",0,0,0,3,3,0,0,1,23,20,0,0,0,0,0,0,0,0,2,"Chamberlain","Liverpool","Midfielder"
20,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,45,0,26574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Coquelin","Arsenal","Midfielder"
20,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,45,-2067,34744,1739,3806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Coquelin","Arsenal","Midfielder"
20,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,45,-2453,38260,1763,4216,1,45,0,0,0,2,0,0,0,0,0,0,0,6,"1.8","3.9","0.0","0.6",0,0,0,1,4,0,0,1,29,29,0,0,0,0,0,0,0,1,0,"Coquelin","Arsenal","Midfielder"
21,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,55,0,134752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iwobi","Arsenal","Midfielder"
21,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,54,-46499,93372,1344,47843,1,11,0,0,0,0,0,0,0,0,0,0,0,5,"4.2","3.2","0.0","0.7",0,0,0,0,2,0,1,0,24,22,0,0,0,0,0,0,0,0,0,"Iwobi","Arsenal","Midfielder"
21,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,53,-30235,64474,755,30990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Iwobi","Arsenal","Midfielder"
22,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,45,0,60538,0,0,5,66,0,1,0,3,0,0,0,0,0,0,0,21,"31.4","30.8","1.0","6.3",0,0,0,1,3,2,0,0,72,65,0,0,0,0,2,0,1,0,0,"Elneny","Arsenal","Midfielder"
22,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,45,61114,195048,76420,15306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Elneny","Arsenal","Midfielder"
22,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,45,-17989,192411,17222,35211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Elneny","Arsenal","Midfielder"
23,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,55,0,168237,0,0,10,90,0,2,0,3,0,0,0,0,0,0,2,37,"51.2","77.8","24.0","15.3",0,1,0,2,8,5,0,0,99,81,0,0,0,0,0,0,0,1,1,"Xhaka","Arsenal","Midfielder"
23,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,56,367808,744228,391023,23215,2,78,0,0,0,1,0,0,0,0,0,0,0,12,"14.4","25.8","15.0","5.5",0,0,0,3,6,1,0,0,102,87,0,0,0,0,2,0,0,1,1,"Xhaka","Arsenal","Midfielder"
23,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,56,-12545,775942,93948,106493,1,90,0,0,0,4,0,0,0,1,0,0,0,8,"3.2","14.2","1.0","1.8",0,0,0,0,8,1,0,0,83,72,0,0,0,0,0,0,1,1,0,"Xhaka","Arsenal","Midfielder"
24,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,55,0,1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wilshere","Arsenal","Midfielder"
24,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,55,-272,1638,92,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wilshere","Arsenal","Midfielder"
24,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,55,-189,1684,90,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wilshere","Arsenal","Midfielder"
25,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,85,0,81145,0,0,5,23,1,0,0,0,0,0,0,0,0,0,0,31,"35.0","14.9","19.0","6.9",0,0,0,0,0,1,0,1,8,7,0,0,0,0,0,0,0,0,0,"Giroud","Arsenal","Forward"
25,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,85,-4421,97369,4781,9202,1,24,0,0,0,0,0,0,0,0,0,0,0,1,"0.2","17.5","8.0","2.6",0,1,0,0,0,1,0,0,5,2,0,0,0,0,1,0,1,2,0,"Giroud","Arsenal","Forward"
25,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,85,-13074,89443,3030,16104,1,28,0,0,0,1,0,0,0,0,0,0,0,5,"2.4","12.1","10.0","2.5",0,0,0,0,0,1,1,0,9,8,0,0,0,0,0,0,1,0,0,"Giroud","Arsenal","Forward"
26,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,75,0,38464,0,0,6,74,1,0,0,3,0,0,0,0,0,0,0,31,"43.0","29.0","57.0","12.9",0,0,1,2,2,2,1,0,21,16,0,1,0,0,4,1,0,1,2,"Welbeck","Arsenal","Forward"
26,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,75,3531,56895,8850,5319,2,90,0,0,0,1,0,0,0,0,0,0,0,2,"11.0","5.0","44.0","6.0",0,0,0,2,0,0,1,0,24,19,0,1,0,0,3,0,1,0,0,"Welbeck","Arsenal","Forward"
26,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,75,-6372,55026,4237,10609,1,90,0,0,0,4,0,0,0,1,0,0,0,4,"5.4","13.8","14.0","3.3",0,0,0,1,1,1,2,0,24,19,0,0,0,0,0,0,1,3,0,"Welbeck","Arsenal","Forward"
27,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,75,0,11966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pérez","Arsenal","Forward"
27,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,75,-2604,10508,134,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pérez","Arsenal","Forward"
27,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,74,-1556,9386,131,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Pérez","Arsenal","Forward"
28,1,"2017-08-11T18:45:00Z",9,TRUE,4,3,105,0,695667,0,0,6,90,1,0,0,3,0,0,0,0,0,0,0,32,"49.0","39.8","60.0","14.9",0,1,1,1,2,3,0,0,21,19,0,0,0,0,2,2,0,2,1,"Lacazette","Arsenal","Forward"
28,2,"2017-08-19T16:30:00Z",15,FALSE,1,0,105,9390,830774,45981,36591,2,78,0,0,0,1,0,0,0,0,0,0,0,9,"2.4","21.8","12.0","3.6",0,0,0,0,4,1,0,0,38,29,0,0,0,0,0,1,0,0,0,"Lacazette","Arsenal","Forward"
28,3,"2017-08-27T15:00:00Z",10,FALSE,4,0,105,-102145,751453,20061,122206,1,28,0,0,0,1,0,0,0,0,0,0,0,6,"0.4","1.3","6.0","0.8",0,0,0,0,1,0,0,1,15,10,0,0,0,0,0,1,1,0,2,"Lacazette","Arsenal","Forward"
29,1,"2017-08-12T14:00:00Z",19,FALSE,1,0,45,0,227589,0,0,3,90,0,0,0,1,0,0,0,0,0,5,0,19,"34.6","0.0","0.0","3.5",0,0,0,1,9,0,0,0,23,15,0,0,0,0,0,0,0,0,0,"Begovic","Bournemouth","Goalkeeper"
29,2,"2017-08-19T14:00:00Z",18,TRUE,0,2,45,2391,263092,10982,8591,2,90,0,0,0,2,0,0,0,0,0,5,0,19,"35.2","0.0","0.0","3.5",0,0,0,1,10,0,0,0,21,14,0,0,0,0,0,0,0,0,0,"Begovic","Bournemouth","Goalkeeper"
29,3,"2017-08-26T11:30:00Z",11,TRUE,1,2,45,-16718,252076,3112,19830,3,90,0,0,0,2,0,0,0,0,0,6,0,22,"43.2","0.0","0.0","4.3",0,0,0,3,10,0,0,0,36,8,0,0,0,0,0,0,0,0,0,"Begovic","Bournemouth","Goalkeeper"
30,1,"2017-08-12T14:00:00Z",19,FALSE,1,0,45,0,208181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Boruc","Bournemouth","Goalkeeper"
30,2,"2017-08-19T14:00:00Z",18,TRUE,0,2,45,-23900,187595,345,24245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Boruc","Bournemouth","Goalkeeper"
30,3,"2017-08-26T11:30:00Z",11,TRUE,1,2,45,-24785,163402,147,24932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Boruc","Bournemouth","Goalkeeper"
31,1,"2017-08-12T14:00:00Z",19,FALSE,1,0,40,0,224542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Federici","Bournemouth","Goalkeeper"
